player,player_id,position,player_game_count,team_name,run_plays,attempts,yards,ypa,touchdowns,grades_offense,grades_run,grades_hands_fumble,grades_run_block,yards_after_contact,yco_attempt,longest,first_downs,avoided_tackles,fumbles,penalties,declined_penalties
Donald Driver,533,WR,16,GB,249,1,13,13.0,0,68.3,56.7,49.0,65.0,1,1.00,13,1,0,1,2,0
J.T. O'Sullivan,1169,QB,3,CIN,25,2,12,4.0,0,32.4,47.5,19.5,60.0,2,0.67,6,2,0,2,2,0
Vincent Jackson,2278,WR,15,SD,318,3,11,3.7,0,89.3,54.5,81.4,88.6,13,4.33,12,1,0,0,1,0
Bobby Wade,1448,WR,12,KC,222,2,11,5.5,0,56.6,54.4,78.6,77.9,5,2.50,8,0,0,0,1,0
Brandon Tate,5006,WR,2,NE,8,1,11,11.0,0,56.1,63.2,61.9,59.6,4,4.00,11,1,0,0,0,0
Dallas Clark,1340,TE,16,IND,347,2,11,5.5,0,85.4,59.2,58.7,76.8,4,2.00,7,1,0,1,1,0
Curtis Painter,5125,QB,2,IND,15,1,11,3.7,0,37.0,45.3,32.7,60.0,24,8.00,10,0,1,2,0,0
Kurt Warner,112,QB,15,ARZ,289,16,10,0.5,0,75.3,29.6,59.6,60.2,3,0.14,10,1,0,10,3,0
Ovie Mughelli,1445,FB,14,ATL,219,4,10,2.5,0,81.8,54.6,72.9,84.9,7,1.75,4,2,0,0,1,0
Laveranues Coles,638,WR,16,CIN,335,2,10,5.0,0,68.1,59.4,78.9,73.4,10,5.00,8,1,1,0,1,1
Andre Johnson,1319,WR,16,HST,365,2,10,5.0,0,87.8,59.1,58.5,81.7,5,2.50,7,1,0,1,0,0
Pierre Garcon,4519,WR,14,IND,283,2,10,5.0,0,62.9,63.5,51.8,80.1,11,5.50,17,1,1,1,9,2
Davone Bess,4694,WR,16,MIA,177,2,9,4.5,0,83.4,36.9,28.3,63.5,3,1.50,11,1,0,2,1,0
Antrel Rolle,2225,S,1,ARZ,0,0,9,9.0,0,90.6,65.9,63.6,,20,20.00,9,0,1,0,2,0
Hakeem Nicks,4952,WR,14,NYG,153,2,8,4.0,0,75.8,54.6,50.3,76.7,5,2.50,9,0,0,2,0,0
Jeremi Johnson,1430,FB,16,CIN,232,4,8,2.0,0,70.7,34.2,21.5,83.8,5,1.25,4,1,0,1,1,0
Mike Karney,1875,FB,14,STR,153,2,8,4.0,0,67.6,62.8,71.5,79.3,3,1.50,8,0,0,0,1,0
Derek Anderson,2430,QB,8,CLV,251,8,8,0.9,2,49.4,43.5,73.4,64.4,1,0.11,3,6,0,4,1,0
Santana Moss,786,WR,16,WAS,314,2,8,4.0,0,61.1,63.5,27.6,67.1,10,5.00,6,0,1,2,4,1
Marty Booker,487,WR,16,ATL,42,1,7,7.0,0,58.7,56.7,73.8,85.7,2,2.00,7,0,0,0,0,0
Kellen Winslow,1727,TE,16,TB,288,1,7,7.0,0,73.1,57.8,82.1,62.4,2,2.00,7,0,0,0,4,0
Jeff Dugan,1936,TE,16,MIN,156,3,7,2.3,0,66.8,61.5,71.3,68.3,4,1.33,5,1,0,0,1,0
Clifton Smith,4854,HB,5,TB,5,3,7,2.3,0,40.6,30.4,16.4,60.0,3,1.00,4,1,0,1,0,0
Legedu Naanee,3788,WR,15,SD,86,3,7,2.3,0,67.7,58.9,76.5,71.6,4,1.33,10,1,0,0,1,0
Chad Pennington,596,QB,3,MIA,67,1,7,3.5,0,74.1,58.8,50.1,60.0,2,1.00,4,2,0,2,0,0
Jerricho Cotchery,1829,WR,14,NYJ,383,2,7,3.5,1,82.5,59.1,80.3,82.6,4,2.00,6,1,0,0,0,0
Anquan Boldin,1369,WR,15,ARZ,218,2,7,3.5,0,79.2,50.7,24.9,83.1,7,3.50,4,0,0,3,2,0
Dustin Keller,4344,TE,16,NYJ,378,1,7,7.0,0,62.8,63.1,35.8,60.0,3,3.00,7,0,0,1,4,0
Matthew Slater,4467,WR,6,NE,17,1,6,6.0,0,72.4,63.2,64.6,76.4,3,3.00,6,0,1,0,0,0
Byron Leftwich,1323,QB,3,TB,57,2,6,1.5,0,63.9,47.0,86.3,60.0,5,1.25,4,1,0,1,0,0
Marques Colston,3197,WR,16,NO,296,1,6,6.0,0,76.3,56.7,27.5,73.0,2,2.00,6,0,0,2,2,0
Kevin Ogletree,5387,WR,9,DAL,11,1,6,6.0,0,75.4,56.7,70.3,59.8,5,5.00,6,0,0,0,0,0
Kyle Eckel,2574,FB,6,NO,76,2,6,3.0,0,52.8,62.2,67.8,49.6,4,2.00,7,1,0,0,0,0
Santonio Holmes,2970,WR,16,PIT,389,3,6,2.0,0,81.6,50.4,82.6,81.9,2,0.67,7,0,0,0,1,0
Justin Griffith,1433,FB,13,SEA,127,4,6,1.5,0,64.9,64.7,25.7,76.6,2,0.50,3,2,0,1,0,0
Javarris Williams,5136,HB,4,KC,7,6,6,1.0,0,43.7,48.6,70.6,60.0,12,2.00,5,0,0,0,0,0
Keith Null,5120,QB,4,STR,79,1,6,1.5,0,53.0,43.0,63.9,60.6,5,1.25,3,0,0,2,1,0
Chansi Stuckey,3851,WR,11,CLV,111,2,6,3.0,0,57.0,67.0,77.0,69.6,8,4.00,6,0,2,0,0,0
Naufahu Tahi,3526,FB,15,MIN,191,3,5,1.7,0,61.3,60.2,73.2,64.2,4,1.33,2,1,0,0,1,0
Mike Cox,4716,FB,16,KC,199,3,5,1.7,1,61.2,63.5,72.9,62.3,3,1.00,2,2,0,0,0,0
Rex Grossman,1338,QB,1,HST,8,2,5,1.7,0,34.8,33.0,23.8,60.0,0,0.00,8,1,0,1,0,0
Ahmard Hall,3336,FB,16,TEN,240,1,5,5.0,0,59.7,43.1,15.3,70.1,0,0.00,5,1,0,2,3,0
Kevin Kolb,3652,QB,5,PHI,54,2,5,1.7,1,53.2,45.0,65.2,62.3,2,0.67,5,1,0,1,0,0
Julian Edelman,5156,WR,11,NE,78,1,5,5.0,0,68.8,63.2,78.0,58.4,1,1.00,5,0,0,1,0,0
Kory Sheets,5378,HB,1,MIA,1,1,5,5.0,0,48.8,56.7,61.9,,3,3.00,5,0,0,0,0,0
Chris Redman,635,QB,6,ATL,73,5,4,0.7,0,53.1,41.7,64.4,60.7,1,0.17,5,1,0,1,0,0
Nate Burleson,1386,WR,13,SEA,218,2,4,2.0,0,70.8,54.6,46.0,71.7,2,1.00,2,0,0,1,2,1
Craig Davis,3646,WR,1,SD,13,1,4,4.0,0,73.1,56.7,69.8,78.3,1,1.00,4,0,0,0,0,0
Derrick Williams,5005,WR,9,DET,31,1,4,4.0,0,51.6,56.5,69.8,57.4,2,2.00,4,0,0,0,2,2
Roscoe Parrish,2272,WR,7,BUF,17,2,4,2.0,0,53.5,59.1,68.7,54.3,1,0.50,9,0,1,0,0,0
Zach Miller,5104,TE,14,JAX,43,1,3,3.0,0,66.4,56.6,75.2,58.0,2,2.00,3,1,0,0,0,0
Michael Robinson,3045,HB,12,SF,8,3,2,0.7,0,56.8,61.7,71.3,45.9,9,3.00,4,1,0,0,0,0
Derrick Mason,271,WR,16,BLT,372,1,2,2.0,0,76.9,56.7,81.8,69.7,1,1.00,2,0,0,0,3,0
Seneca Wallace,1422,QB,13,SEA,77,8,2,0.2,1,52.4,33.4,56.5,60.6,3,0.23,10,3,0,5,2,0
Tyler Thigpen,3833,QB,1,KC,2,1,2,2.0,0,39.3,52.3,72.6,60.0,1,1.00,2,0,0,0,0,0
Roddy White,2244,WR,16,ATL,333,1,2,2.0,0,75.1,56.7,62.9,79.5,0,0.00,2,0,0,1,7,1
Brett Favre,14,QB,16,MIN,405,6,2,0.3,0,91.5,39.5,90.4,60.0,0,0.00,4,1,0,1,10,0
Tyler Thigpen,3833,QB,1,MIA,4,0,1,1.0,0,39.3,52.3,72.6,60.0,0,0.00,1,0,0,0,0,0
David Clowney,3773,WR,13,NYJ,130,3,1,0.3,0,53.4,52.0,27.0,61.7,-4,-1.33,13,1,1,1,0,0
Montell Owens,3452,FB,4,JAX,3,2,1,0.5,0,49.1,58.3,65.2,60.0,1,0.50,3,0,0,0,0,0
Kelley Washington,1380,WR,15,BLT,113,1,1,1.0,0,74.1,56.8,77.4,88.4,0,0.00,1,0,0,0,1,0
Eddie Royal,4356,WR,14,DEN,197,1,1,1.0,0,64.8,60.0,78.0,53.9,2,2.00,1,0,0,0,1,0
Kellen Clemens,2994,QB,5,NYJ,72,9,1,0.1,0,47.3,44.0,79.6,60.0,17,1.55,6,1,1,2,1,0
Austin Collie,5051,WR,16,IND,198,2,1,0.5,0,70.4,50.7,80.8,86.5,9,4.50,2,0,1,0,3,1
