player,player_id,position,player_game_count,team_name,run_plays,attempts,yards,ypa,touchdowns,grades_offense,grades_run,grades_hands_fumble,grades_run_block,yards_after_contact,yco_attempt,longest,first_downs,avoided_tackles,fumbles,penalties,declined_penalties
Benjamin Watson,1753,TE,12,NE,212,1,11,11.0,0,72.4,63.1,42.7,64.3,2,2.00,11,1,0,1,3,0
Dwayne Jarrett,3661,WR,7,CAR,42,1,11,11.0,0,53.7,62.8,69.8,68.9,2,2.00,11,1,0,0,0,0
Josh Reed,1043,WR,15,BUF,313,4,10,2.5,0,69.9,60.3,80.2,70.5,10,2.50,12,1,1,0,3,0
Ike Hilliard,233,WR,15,TB,201,1,10,10.0,0,75.4,63.4,45.0,74.7,7,7.00,10,0,1,2,1,0
Carson Palmer,1317,QB,16,CIN,412,20,10,0.4,0,74.5,27.2,68.1,60.0,9,0.38,10,3,0,6,3,0
Craig Davis,3646,WR,13,SD,113,3,9,3.0,0,63.7,66.5,75.5,73.4,3,1.00,6,0,1,0,0,0
Gilbert Harris,4201,HB,4,KC,10,9,9,1.0,0,29.4,29.0,21.7,60.0,7,0.78,4,1,0,1,0,0
Kenneth Darby,3862,HB,1,TB,2,2,9,4.5,0,61.8,57.7,67.8,,5,2.50,7,1,1,0,0,0
Jon Bradley,1993,FB,15,DET,145,5,9,1.8,0,68.2,43.1,22.0,75.7,6,1.20,3,3,0,1,0,0
Tab Perry,2407,WR,2,CIN,11,1,9,9.0,0,54.2,63.1,64.6,59.3,2,2.00,9,0,1,0,0,0
Ahmard Hall,3336,FB,11,TEN,180,1,8,8.0,0,63.3,60.0,71.7,57.1,5,5.00,8,1,0,0,1,0
Reggie Williams,1730,WR,15,JAX,224,1,8,8.0,0,74.5,56.2,19.5,89.4,2,2.00,8,1,0,3,5,0
Steve Breaston,3758,WR,7,ARZ,15,2,8,4.0,0,61.2,61.4,71.5,53.7,1,0.50,10,1,0,0,0,0
Byron Leftwich,1323,QB,3,ATL,36,5,7,1.2,0,59.5,32.5,54.9,60.0,3,0.50,7,1,0,5,0,0
Kris Wilson,1782,FB,16,KC,155,3,7,2.3,0,43.5,59.2,20.2,56.8,4,1.33,5,1,0,2,2,0
Shaun McDonald,1418,WR,16,DET,159,4,7,1.8,0,68.4,51.4,53.1,54.6,4,1.00,9,0,0,3,2,0
Jeff Dugan,1936,FB,15,MIN,108,2,7,3.5,0,64.0,68.6,19.0,72.1,4,2.00,4,2,0,1,1,0
Lance Moore,2718,WR,16,NO,145,2,7,3.5,1,63.8,61.5,77.3,54.7,0,0.00,7,1,0,0,2,0
Craig Nall,1154,QB,1,GB,27,4,6,1.2,0,47.1,27.3,17.2,60.0,2,0.40,8,1,0,2,0,0
Patrick Ramsey,1039,QB,2,DEN,12,2,6,3.0,0,48.0,53.2,27.7,60.0,3,1.50,4,2,0,2,1,0
Jeremy Shockey,1021,TE,14,NYG,358,1,6,6.0,0,78.8,56.7,80.4,77.8,2,2.00,6,0,0,0,3,0
Ovie Mughelli,1445,FB,16,ATL,190,5,6,1.2,1,92.5,61.8,72.6,94.2,5,1.00,3,2,0,0,0,0
Tim Rattay,701,QB,4,ARZ,24,1,5,2.5,0,66.1,25.3,19.6,60.0,0,0.00,5,0,0,2,0,0
Terrell Owens,188,WR,15,DAL,322,1,5,5.0,0,86.0,56.6,82.3,68.0,1,1.00,5,0,0,0,10,1
Koren Robinson,2864,WR,9,GB,60,1,5,5.0,0,74.0,63.1,75.2,85.5,3,3.00,5,0,0,0,0,0
Reagan Mauia,3797,FB,16,MIA,158,4,5,1.3,0,56.6,50.7,17.4,65.1,2,0.50,3,0,0,1,0,0
Antonio Chatman,946,WR,12,CIN,28,1,5,5.0,0,65.5,56.6,74.5,36.9,1,1.00,5,0,0,0,1,0
Matt Moore,4018,QB,9,CAR,95,2,5,1.7,0,52.5,38.7,68.1,60.0,0,0.00,5,0,0,1,0,0
Derek Stanley,3865,WR,1,STR,8,1,5,5.0,0,53.7,59.2,61.9,60.1,1,1.00,5,0,0,0,0,0
Eddie Kennison,161,WR,8,KC,89,1,5,5.0,0,55.3,56.7,73.5,56.8,0,0.00,5,0,0,0,1,0
John Beck,3656,QB,5,MIA,78,7,5,0.6,1,29.2,27.9,21.8,60.0,1,0.11,8,4,0,7,0,0
Jeff Webb,3135,WR,16,KC,122,1,5,5.0,0,58.9,56.6,27.0,81.5,3,3.00,5,0,0,1,2,0
Nate Burleson,1386,WR,16,SEA,300,2,4,2.0,0,69.0,57.1,38.4,62.4,3,1.50,3,0,0,1,3,0
Sinorice Moss,2989,WR,13,NYG,68,1,4,4.0,0,58.2,59.2,75.0,65.4,0,0.00,4,0,1,1,1,0
Donald Driver,533,WR,15,GB,224,2,4,2.0,0,80.4,51.0,82.5,69.3,1,0.50,5,0,0,1,2,0
Arnaz Battle,1499,WR,16,SF,312,4,4,1.0,1,63.7,42.3,22.3,70.2,2,0.50,8,1,1,3,1,0
Reggie Wayne,800,WR,16,IND,405,1,4,4.0,0,91.5,56.6,26.2,75.9,0,0.00,4,0,0,3,1,0
Brett Favre,14,QB,16,GB,336,22,4,0.1,0,74.5,29.5,60.1,60.2,2,0.07,21,3,0,9,4,0
Zak Keasey,2674,FB,1,SF,2,2,4,2.0,0,51.5,54.3,65.2,,2,1.00,3,0,0,0,0,0
JaMarcus Russell,3617,QB,4,OAK,63,2,3,0.8,0,31.7,55.0,35.9,60.0,4,1.00,7,0,0,4,1,0
Terrelle Smith,651,FB,16,ARZ,245,1,3,3.0,0,74.2,59.3,70.8,76.7,0,0.00,3,0,0,0,0,0
Ted Ginn Jr.,3625,WR,16,MIA,185,4,3,0.8,0,63.6,55.4,78.1,66.3,0,0.00,7,0,0,0,0,0
Mike Bell,3225,HB,4,DEN,37,6,3,0.5,0,33.7,29.1,18.4,55.1,-1,-0.17,3,2,0,1,0,0
Chris Barclay,3216,HB,3,TEN,1,1,3,3.0,0,61.1,59.9,66.2,,0,0.00,3,0,0,0,0,0
Gus Frerotte,93,QB,8,STR,113,5,3,0.5,0,57.4,29.0,52.6,60.0,2,0.33,2,2,0,3,2,0
Johnnie Lee Higgins,3715,WR,16,OAK,72,2,3,1.5,0,50.9,59.5,70.6,58.6,2,1.00,8,0,0,0,0,0
Aundrae Allison,3762,WR,10,MIN,47,2,3,1.5,0,57.2,50.5,20.3,69.4,2,1.00,3,0,0,1,0,0
Alex Haynes,2636,HB,3,CAR,4,3,3,1.0,0,59.7,57.8,69.7,60.0,3,1.00,3,0,0,0,0,0
Chris Davis,4144,WR,2,NYJ,13,1,3,3.0,0,60.0,63.1,64.6,58.1,0,0.00,3,0,1,0,0,0
Samie Parker,1826,WR,15,KC,170,1,2,2.0,0,58.3,50.5,76.2,59.6,3,3.00,2,0,0,0,0,0
Dan Kreider,749,FB,10,PIT,67,1,2,2.0,0,50.4,59.8,64.6,56.0,0,0.00,2,0,0,0,0,0
Vonta Leach,2100,FB,16,HST,272,2,2,1.0,1,65.2,53.4,19.8,82.8,1,0.50,1,1,0,2,0,0
Jared Lorenzen,2107,QB,2,NYG,1,0,2,2.0,0,50.2,55.3,71.4,60.0,0,0.00,2,0,0,0,0,0
Glenn Holt,3355,WR,13,CIN,61,2,2,1.0,0,78.3,54.0,74.2,91.2,2,1.00,1,0,0,0,0,0
Todd Collins,131,QB,4,WAS,115,7,1,0.1,0,75.1,28.2,37.0,60.0,1,0.13,4,1,0,4,1,0
Ronald Curry,1199,WR,16,OAK,393,1,1,1.0,0,68.8,56.7,80.5,61.4,1,1.00,1,0,0,0,6,0
Roy Williams,1728,WR,12,DET,192,2,1,0.5,0,71.1,59.0,28.6,62.2,3,1.50,9,1,0,2,1,0
Skyler Green,3070,WR,3,CIN,7,1,1,1.0,0,60.1,56.6,67.4,74.3,1,1.00,1,0,0,0,1,0
Jason Avant,3054,WR,15,PHI,101,0,1,1.0,0,74.4,58.3,75.6,76.2,1,1.00,1,0,0,0,1,0
Charlie Frye,2284,QB,1,CLV,8,0,1,1.0,0,33.4,58.3,74.2,60.0,0,0.00,1,0,0,0,0,0
Andrew Pinnock,1527,FB,5,SD,112,4,1,0.3,0,74.7,48.6,69.4,81.2,4,1.00,5,0,0,0,1,0
Joey Galloway,117,WR,15,TB,295,1,1,1.0,0,78.1,59.2,80.2,57.5,0,0.00,1,0,0,0,1,0
