player,player_id,position,player_game_count,team_name,run_plays,attempts,yards,ypa,touchdowns,grades_offense,grades_run,grades_hands_fumble,grades_run_block,yards_after_contact,yco_attempt,longest,first_downs,avoided_tackles,fumbles,penalties,declined_penalties
Jeff Demps,7760,HB,2,TB,2,1,14,14.0,0,79.0,63.2,73.4,60.0,2,2.00,14,1,0,0,0,0
T.J. Graham,7071,WR,16,BUF,323,4,14,3.5,0,57.1,59.2,27.7,64.8,10,2.50,14,2,0,1,3,1
Kirk Cousins,7102,QB,5,WAS,72,2,14,3.5,0,51.4,42.8,88.6,60.0,6,1.50,6,2,0,3,3,0
Bernard Scott,5133,HB,2,BLT,5,4,14,3.5,0,56.7,54.4,70.0,60.0,9,2.25,9,0,1,0,0,0
Marquise Goodwin,7859,WR,12,BUF,109,3,13,4.3,0,68.5,59.5,38.8,75.7,1,0.33,17,1,0,1,1,0
Josh Morgan,4488,WR,14,WAS,180,2,13,6.5,0,63.7,58.7,42.6,86.5,1,0.50,9,1,0,0,2,0
Bruce Miller,6363,FB,14,SF,303,7,13,1.9,0,69.1,53.6,28.8,79.0,5,0.71,4,3,0,1,2,0
Phillip Tanner,6420,HB,6,DAL,11,9,12,1.3,1,53.4,44.6,21.9,59.0,7,0.78,9,2,1,1,0,0
Josh Freeman,4940,QB,3,TB,78,3,12,2.4,0,52.5,59.9,68.7,60.0,1,0.20,13,1,0,1,4,1
Isaac Redman,5233,HB,3,PIT,13,10,12,1.2,0,49.4,39.8,22.9,58.8,12,1.20,8,0,2,1,0,0
Julian Edelman,5156,WR,16,NE,375,2,11,5.5,0,79.3,67.2,52.1,64.4,4,2.00,7,2,0,0,4,1
Jeremy Kerley,6305,WR,12,NYJ,224,4,11,2.8,0,73.4,57.4,83.2,59.4,6,1.50,8,0,0,0,0,0
Anquan Boldin,1369,WR,16,SF,315,2,11,5.5,0,90.4,62.9,82.8,83.4,3,1.50,11,1,0,0,6,0
Kenny Stills,7926,WR,16,NO,160,3,10,3.3,0,62.6,46.9,77.6,78.5,2,0.67,4,0,0,0,1,0
Steve Johnson,4538,WR,12,BUF,287,1,10,10.0,0,73.3,63.1,40.6,59.6,4,4.00,10,1,0,1,1,0
Spencer Ware,7975,FB,1,SEA,6,3,10,3.3,0,62.4,65.0,67.2,53.3,4,1.33,5,1,0,0,0,0
James Develin,6142,FB,16,NE,177,4,10,2.5,1,65.6,72.0,71.1,68.1,5,1.25,4,4,2,0,0,0
Mikel Leshoure,6209,HB,1,DET,2,2,9,4.5,0,46.2,49.9,65.2,,3,1.50,5,0,0,0,0,0
Cierre Wood,8343,HB,2,HST,3,3,9,3.0,0,64.7,63.5,70.5,,9,3.00,5,0,1,0,0,0
Marlon Moore,5887,WR,6,SF,30,1,9,9.0,0,57.0,63.1,70.3,74.2,2,2.00,9,0,0,0,0,0
Chris Givens,7096,WR,16,STR,308,3,8,2.7,0,61.0,55.1,29.5,66.3,3,1.00,16,1,0,1,1,0
Shiloh Keo,6296,S,1,HST,1,1,8,8.0,0,64.9,63.1,70.6,,3,3.00,8,1,0,0,2,0
Kyle Orton,2323,QB,3,DAL,24,0,8,8.0,0,66.0,64.0,80.9,60.0,0,0.00,8,1,0,0,1,0
Ray Graham,8380,HB,1,HST,4,4,8,2.0,0,63.8,61.7,69.4,,7,1.75,4,0,1,0,0,0
Larry Fitzgerald,1724,WR,16,ARZ,357,2,8,4.0,0,80.3,59.8,53.6,88.6,1,0.50,4,0,1,1,1,0
Kenjon Barner,7963,HB,6,CAR,13,6,7,1.2,0,44.1,50.3,71.6,58.9,11,1.83,2,0,2,0,0,0
Julio Jones,6158,WR,5,ATL,70,1,7,7.0,0,80.8,62.8,23.1,60.9,0,0.00,7,1,0,2,1,0
Trindon Holliday,5720,WR,2,DEN,2,1,7,7.0,0,63.8,63.0,59.1,60.0,2,2.00,7,0,0,0,0,0
Andre Caldwell,4411,WR,16,DEN,105,1,7,7.0,0,69.8,63.1,81.9,76.6,2,2.00,7,0,0,0,1,0
Stanley Havili,6392,FB,13,IND,166,7,7,1.0,0,64.9,51.4,76.5,60.9,9,1.29,4,1,2,0,0,0
T.Y. Hilton,7092,WR,16,IND,191,2,6,3.0,0,77.9,54.3,85.8,61.9,2,1.00,3,0,0,0,0,0
A.J. Jenkins,7034,WR,15,KC,73,2,6,3.0,0,58.2,63.0,71.5,62.9,9,4.50,5,0,1,0,0,0
Jamize Olawale,7572,FB,16,OAK,109,3,6,2.0,0,62.4,51.9,80.7,66.7,2,0.67,4,0,0,0,0,0
Dwayne Harris,6328,WR,10,DAL,54,1,6,6.0,0,63.9,62.9,88.3,94.9,1,1.00,6,0,0,0,1,0
Donnie Avery,4347,WR,16,KC,194,2,6,3.0,0,58.3,65.7,30.0,58.1,8,4.00,4,0,1,1,5,0
Doug Baldwin,6615,WR,16,SEA,300,2,6,3.0,0,78.9,53.6,80.2,70.8,1,0.50,3,0,0,0,1,0
Reggie Wayne,800,WR,7,IND,153,1,5,5.0,0,81.3,,78.1,79.2,0,0.00,5,0,0,0,1,0
Armond Smith,6824,HB,2,CAR,8,4,5,1.3,0,49.8,53.3,70.1,58.0,5,1.25,5,0,0,0,0,0
Dexter McCluster,5561,WR,15,KC,129,8,5,0.6,0,67.3,53.5,72.1,61.0,15,1.88,5,0,2,0,1,0
Sheldon Richardson,7794,DI,4,NYJ,5,4,4,1.0,2,46.8,52.0,68.6,60.0,2,0.50,1,2,0,0,4,0
Terrance Williams,7855,WR,16,DAL,157,3,4,1.3,0,66.2,50.5,25.5,74.1,8,2.67,5,0,0,1,1,0
Matt Flynn,4523,QB,2,OAK,26,2,4,1.3,0,53.2,26.6,37.5,60.4,3,1.00,2,1,0,3,0,0
Ace Sanders,7883,WR,15,JAX,147,2,4,2.0,0,62.0,59.1,86.3,58.0,1,0.50,4,1,0,0,2,1
Antonio Brown,5718,WR,16,PIT,317,7,4,0.6,0,89.3,52.1,89.5,65.0,7,1.00,10,2,1,0,4,1
Ronnie Wingo,8067,HB,1,BUF,1,1,4,4.0,0,59.8,59.8,64.6,,1,1.00,4,0,0,0,0,0
Eric Weddle,3653,S,2,SD,2,2,4,2.0,0,68.8,67.9,65.2,,2,1.00,2,2,0,0,1,0
Carson Palmer,1317,QB,16,ARZ,414,21,3,0.1,0,67.9,33.9,90.8,60.0,0,0.00,10,1,0,6,4,0
Derrick Coleman,7377,FB,10,SEA,99,2,3,1.5,0,55.4,56.0,20.7,56.6,10,5.00,4,0,1,1,0,0
Andrew Hawkins,6125,WR,8,CIN,32,2,3,1.5,0,73.1,45.8,22.1,74.5,0,0.00,6,1,0,1,0,0
Corey Lynch,4491,S,1,IND,1,1,3,3.0,0,54.7,57.3,61.9,,0,0.00,3,0,0,0,0,0
Anthony Sherman,6288,FB,16,KC,230,2,3,1.5,0,85.8,52.0,24.7,91.7,2,1.00,2,1,0,1,1,0
Bear Pascoe,5108,TE,16,NYG,195,1,2,2.0,0,72.6,60.0,72.5,77.0,2,2.00,2,0,0,0,0,0
Greg Jones II,1776,FB,16,HST,203,2,2,1.0,0,73.2,58.8,80.7,78.8,2,1.00,4,0,0,0,0,0
Shaun Draughn,6440,HB,1,BLT,4,4,2,0.5,0,52.9,52.8,71.3,,3,0.75,3,1,0,0,0,0
DeSean Jackson,4363,WR,16,PHI,397,3,2,0.7,0,83.8,51.1,62.1,71.8,1,0.33,8,0,1,1,1,0
Brad Smith,3048,WR,6,PHI,11,2,2,1.0,0,53.5,31.8,19.8,60.7,2,1.00,2,0,0,1,0,0
Brock Osweiler,7059,QB,3,DEN,30,2,2,0.7,0,58.8,62.7,76.1,60.0,11,3.67,4,1,0,0,0,0
Tim Wright,8392,TE,16,TB,163,1,2,2.0,0,66.6,56.6,79.8,52.0,4,4.00,2,0,1,0,2,0
Jeremy Stewart,7534,HB,3,OAK,3,2,2,1.0,1,73.0,62.4,74.1,60.0,2,1.00,2,1,0,0,0,0
Dez Bryant,5549,WR,16,DAL,284,1,1,1.0,0,82.5,56.6,25.5,55.5,2,2.00,1,0,0,3,4,0
Richard Brockel,6037,FB,15,CAR,143,1,1,1.0,0,63.3,60.0,81.0,67.3,2,2.00,1,0,0,0,0,0
Danny Amendola,4717,WR,12,NE,169,1,1,1.0,0,73.7,63.1,83.0,82.8,1,1.00,1,0,0,0,2,0
Leon Washington,3062,HB,1,NE,1,1,1,1.0,0,59.0,60.0,82.2,,3,3.00,1,0,1,0,0,0
Tarvaris Jackson,3009,QB,3,SEA,26,4,1,0.3,1,87.5,61.2,74.7,60.0,3,0.75,5,1,0,0,0,0
Josh Vaughan,5289,HB,1,ATL,2,1,1,1.0,0,59.2,59.8,64.6,60.0,1,1.00,1,0,0,0,0,0
