player,player_id,position,player_game_count,team_name,run_plays,attempts,yards,ypa,touchdowns,grades_offense,grades_run,grades_hands_fumble,grades_run_block,yards_after_contact,yco_attempt,longest,first_downs,avoided_tackles,fumbles,penalties,declined_penalties
John Kuhn,2686,FB,16,GB,184,8,10,1.3,1,80.3,60.8,73.5,81.6,7,0.88,3,5,0,0,0,0
David Carr,1009,QB,3,NYG,30,5,10,1.3,0,89.0,57.0,76.1,60.0,12,1.50,7,0,1,0,0,0
Nick Goings,956,HB,9,CAR,14,9,10,1.1,0,32.9,35.8,73.7,56.6,15,1.67,4,0,0,0,0,0
T.J. Houshmandzadeh,921,WR,15,CIN,326,1,9,9.0,0,74.5,56.7,83.2,83.8,0,0.00,9,0,0,1,3,0
Laveranues Coles,638,WR,16,NYJ,292,2,9,4.5,0,65.3,50.7,81.5,85.5,5,2.50,6,0,0,0,4,0
Chauncey Washington,4527,HB,3,JAX,4,4,9,2.3,0,66.2,65.8,70.0,,12,3.00,6,1,3,0,0,0
Tony Hunt,3706,FB,6,PHI,38,4,9,2.3,1,45.1,58.0,20.6,50.9,8,2.00,6,2,0,1,0,0
Roscoe Parrish,2272,WR,13,BUF,96,2,9,4.5,0,60.2,50.7,76.0,78.3,2,1.00,9,0,0,0,0,0
Dennis Northcutt,605,WR,14,JAX,72,1,9,9.0,0,72.9,63.2,48.0,61.0,4,4.00,9,0,0,1,0,0
Mike Hart,4516,HB,2,IND,2,2,9,4.5,0,42.3,58.2,18.0,,7,3.50,7,2,2,1,0,0
Santonio Holmes,2970,WR,15,PIT,310,2,9,4.5,0,71.2,63.2,27.4,85.1,10,5.00,10,1,1,2,1,0
Dante' Hall,677,WR,8,STR,37,4,9,2.3,0,62.2,66.1,74.3,70.3,5,1.25,10,2,0,0,0,0
Jerricho Cotchery,1829,WR,16,NYJ,329,2,8,4.0,0,70.1,50.7,50.6,75.7,3,1.50,8,0,0,2,2,1
Jim Sorgi,1910,QB,1,IND,25,4,8,1.6,0,65.8,52.1,78.5,60.0,0,0.00,12,1,0,0,0,0
Steve Breaston,3758,WR,16,ARZ,176,2,8,4.0,0,69.2,54.5,82.1,77.2,4,2.00,4,0,0,0,2,0
Justin McCareins,872,WR,14,TEN,267,2,8,4.0,0,59.4,29.2,21.2,79.8,2,1.00,4,0,0,2,1,0
Jesse Chatman,2861,HB,3,NYJ,6,5,8,1.6,0,56.6,50.2,70.9,67.9,11,2.20,5,0,1,0,0,0
Keenan Burton,4442,WR,13,STR,151,3,8,2.7,0,52.2,50.3,73.8,69.4,3,1.00,5,0,0,0,0,0
DeDe Dorsey,3299,HB,3,CIN,5,5,8,1.6,0,54.4,47.3,70.9,,9,1.80,7,0,0,0,0,0
Aveion Cason,945,HB,6,DET,5,4,7,1.8,0,48.4,49.9,71.4,60.0,5,1.25,4,0,0,0,0,0
Jeff Dugan,1936,FB,9,MIN,88,4,7,1.8,0,52.4,41.9,70.0,68.4,4,1.00,2,4,0,0,1,0
Brian Leonard,3668,HB,1,STR,2,2,7,3.5,0,41.9,57.9,65.2,,6,3.00,5,0,0,0,0,0
Byron Leftwich,1323,QB,5,PIT,46,3,7,1.8,1,73.4,53.0,79.8,60.0,15,3.75,8,1,1,0,0,0
Steve Johnson,4538,WR,10,BUF,50,1,6,6.0,0,67.4,56.7,71.7,81.2,3,3.00,6,0,1,0,0,0
Gus Frerotte,93,QB,11,MIN,323,14,6,0.3,1,57.4,29.3,84.3,60.0,4,0.22,5,3,0,3,2,0
Reggie Brown,2252,WR,10,PHI,80,1,6,6.0,0,63.2,62.6,74.3,79.8,2,2.00,6,1,0,0,1,0
Matt Leinart,2955,QB,4,ARZ,15,3,5,1.3,0,34.8,43.9,24.2,60.0,12,3.00,8,1,0,2,2,0
Xavier Omon,4493,HB,2,BUF,6,6,5,0.8,0,41.7,44.6,70.6,,10,1.67,2,1,0,0,0,0
Najeh Davenport,1131,HB,3,PIT,6,2,5,2.5,0,59.0,53.1,74.4,56.9,5,2.50,3,2,0,0,0,0
Michael Clayton,1736,WR,15,TB,311,2,5,2.5,0,63.4,50.4,30.1,94.9,4,2.00,4,0,0,1,4,0
Antwaan Randle El,1069,WR,16,WAS,367,1,5,5.0,0,63.4,56.7,80.3,77.6,0,0.00,5,0,0,0,3,0
Jason Hill,3692,WR,12,SF,68,2,5,2.5,0,65.8,63.4,27.8,70.3,2,1.00,9,1,0,1,0,0
Damon Huard,215,QB,5,KC,63,3,5,1.3,0,64.6,42.9,41.7,60.0,0,0.00,15,1,0,4,2,0
Jordan Palmer,3821,QB,3,CIN,8,0,4,4.0,0,36.9,58.3,73.5,60.0,2,2.00,4,0,0,0,0,0
Donald Driver,533,WR,16,GB,239,2,4,2.0,0,69.5,63.5,82.2,82.0,-3,-1.50,6,0,1,0,5,0
Roddy White,2244,WR,16,ATL,427,2,4,2.0,0,86.3,47.0,45.8,91.9,3,1.50,2,0,0,2,8,2
Hines Ward,380,WR,16,PIT,323,1,4,4.0,0,80.0,59.9,61.9,84.2,1,1.00,4,0,0,1,6,0
Trent Green,58,QB,3,STR,53,1,4,1.3,0,47.7,46.4,83.8,60.0,1,0.33,3,1,0,0,0,0
Jerome Felton,4460,FB,11,DET,83,2,4,2.0,0,64.6,53.8,72.0,61.5,2,1.00,4,0,0,0,0,0
Sam Gado,2599,HB,1,STR,2,2,4,2.0,0,47.1,46.8,68.2,,3,1.50,3,0,0,0,0,0
Rex Grossman,1338,QB,4,CHI,50,3,4,1.3,2,39.8,45.1,82.5,60.0,0,0.00,2,3,0,0,0,0
Antonio Chatman,946,WR,10,CIN,52,2,4,2.0,0,59.8,50.4,25.6,67.3,0,0.00,2,0,0,1,0,0
Chris Henry,3666,HB,1,TEN,1,1,3,3.0,0,53.0,56.7,61.9,,2,2.00,3,0,0,0,0,0
Marty Booker,487,WR,13,CHI,125,1,3,3.0,0,53.9,56.7,73.2,60.3,2,2.00,3,0,0,0,1,0
Deon Anderson,3811,FB,14,DAL,175,2,3,1.5,0,66.6,53.9,67.8,76.1,1,0.50,3,0,0,0,0,0
Derrick Mason,271,WR,16,BLT,477,1,3,3.0,0,89.2,63.1,41.4,71.8,6,6.00,3,0,1,2,1,0
Justin Griffith,1433,FB,7,OAK,128,2,2,1.0,0,60.9,50.1,72.0,65.5,2,1.00,2,1,0,0,0,0
Bruce Gradkowski,3139,QB,2,CLV,28,0,2,2.0,0,36.9,58.3,76.8,61.4,10,10.00,2,0,0,0,1,0
Kevin Kolb,3652,QB,6,PHI,44,11,2,0.2,0,33.8,35.9,81.0,60.3,1,0.08,8,0,1,0,0,0
Montell Owens,3452,FB,9,JAX,13,1,2,2.0,1,59.3,62.7,66.2,52.3,2,2.00,2,1,0,0,0,0
Marques Hagans,3089,QB,2,KC,4,1,2,2.0,0,73.9,63.4,68.7,60.1,2,2.00,2,0,0,0,0,0
Greg Camarillo,2523,WR,11,MIA,183,2,1,0.5,0,77.3,53.6,80.1,92.2,3,1.50,6,0,0,0,1,0
Ronald Curry,1199,WR,12,OAK,203,0,1,1.0,0,60.1,65.6,74.4,74.2,0,0.00,1,0,1,0,0,0
Aundrae Allison,3762,WR,15,MIN,64,1,1,1.0,0,58.5,56.7,72.9,75.0,1,1.00,1,0,0,0,3,1
Troy Williamson,2224,WR,8,JAX,64,1,1,1.0,0,57.6,56.7,69.8,65.9,2,2.00,1,0,0,0,0,0
Chansi Stuckey,3851,WR,15,NYJ,66,1,1,1.0,0,60.3,59.8,77.1,55.1,1,1.00,1,0,0,0,2,0
Chris Chambers,821,WR,14,SD,223,1,1,1.0,0,65.0,59.9,77.5,65.4,0,0.00,1,0,0,0,3,0
Vonta Leach,2100,FB,16,HST,278,1,1,1.0,1,78.4,62.4,72.5,89.0,1,1.00,1,1,0,0,1,0
Allen Rossum,377,CB,2,SF,2,1,1,1.0,1,68.7,62.9,64.6,60.0,8,8.00,1,1,0,0,0,0
Moran Norris,865,FB,10,DET,150,1,1,1.0,0,85.1,59.9,68.3,91.9,1,1.00,1,0,0,0,1,0
