,player,year,school,conference,team_year_url,class,pos,games,pass_cmp,pass_att,pass_cmp_pct,pass_yds,pass_yds_per_att,adj_pass_yds_per_att,pass_td,pass_int,pass_rating,rush_att,rush_yds,rush_yds_per_att,rush_td,rec,rec_yds,rec_yds_per_rec,rec_td,scrim_att,scrim_yds,scrim_yds_per_att,scrim_td,tackles_solo,tackles_assists,tackles_total,tackles_loss,sacks,def_int,def_int_yds,def_int_yds_per_int,def_int_td,pass_defended,fumbles_rec,fumbles_rec_yds,fumbles_rec_td,fumbles_forced,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,losses,rank,wins
551,Michael Griffin,2004,Texas,Big 12,https://www.sports-reference.com/cfb/schools/texas/2004.html,SO,DB,8,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0.0,0,,,,,,2,38,19.0,0,,,,,1.0,5.0,11.0
552,Michael Griffin,2005,Texas,Big 12,https://www.sports-reference.com/cfb/schools/texas/2005.html,JR,DB,13,,,,,,,,,,,,,,,,,,,,,,53,47,100,3.5,0.0,3,0,0.0,0,,,,,,3,68,22.7,0,,,,,0.0,1.0,13.0
553,Michael Griffin,2006,Texas,Big 12,https://www.sports-reference.com/cfb/schools/texas/2006.html,SR,DB,13,,,,,,,,,,,,,,,,,,,,,,63,25,88,2.0,1.0,4,41,10.3,0,,,,,,1,18,18.0,0,,,,,3.0,17.0,10.0
554,Aaron Ross,2003,Texas,Big 12,https://www.sports-reference.com/cfb/schools/texas/2003.html,FR,DB,13,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,0,,,,,,1,17,17.0,0,,,,,3.0,13.0,10.0
555,Aaron Ross,2004,Texas,Big 12,https://www.sports-reference.com/cfb/schools/texas/2004.html,SO,DB,11,,,,,,,,,,,,,,,,,,,,,,,,,,,1,64,64.0,0,,,,,,18,136,7.6,0,1,26,26.0,0,1.0,5.0,11.0
556,Aaron Ross,2005,Texas,Big 12,https://www.sports-reference.com/cfb/schools/texas/2005.html,JR,DB,13,,,,,,,,,,,,,,,,,,,,,,25,21,46,2.0,0.0,3,40,13.3,0,,,,,,34,500,14.7,2,,,,,0.0,1.0,13.0
557,Aaron Ross,2006,Texas,Big 12,https://www.sports-reference.com/cfb/schools/texas/2006.html,SR,DB,13,,,,,,,,,,,,,,,,,,,,,,47,10,57,2.0,1.0,6,7,1.2,0,,,3,1,,23,240,10.4,1,1,27,27.0,0,3.0,17.0,10.0
558,Reggie Nelson,2005,Florida,SEC,https://www.sports-reference.com/cfb/schools/florida/2005.html,JR,DB,11,,,,,,,,,,,,,,,,,,,,,,32,14,46,4.0,4.0,1,6,6.0,0,,,,,,,,,,,,,,3.0,14.0,9.0
559,Reggie Nelson,2006,Florida,SEC,https://www.sports-reference.com/cfb/schools/florida/2006.html,JR,DB,14,,,,,,,,,,,,,,,,,,,,,,34,17,51,2.0,0.0,6,70,11.7,1,,,,,,12,93,7.8,0,,,,,1.0,2.0,13.0
560,Brady Quinn,2003,Notre Dame,Ind,https://www.sports-reference.com/cfb/schools/notre-dame/2003.html,FR,QB,12,157,332,47.3,1831,5.5,4.0,9,15,93.5,48,25,0.5,0,,,,,48,25,0.5,0,,,,,,,,,,,,,,,,,,,,,,,7.0,70.0,5.0
561,Brady Quinn,2004,Notre Dame,Ind,https://www.sports-reference.com/cfb/schools/notre-dame/2004.html,SO,QB,12,191,353,54.1,2586,7.3,7.0,17,10,125.9,54,-4,-0.1,3,2,0,0.0,0,56,-4,-0.1,3,,,,,,,,,,,,,,,,,,,,,,,6.0,55.0,6.0
562,Brady Quinn,2005,Notre Dame,Ind,https://www.sports-reference.com/cfb/schools/notre-dame/2005.html,JR,QB,12,292,450,64.9,3919,8.7,9.4,32,7,158.4,70,90,1.3,1,,,,,70,90,1.3,1,,,,,,,,,,,,,,,,,,,,,,,3.0,14.0,9.0
563,Brady Quinn,2006,Notre Dame,Ind,https://www.sports-reference.com/cfb/schools/notre-dame/2006.html,SR,QB,13,289,467,61.9,3426,7.3,8.2,37,7,146.7,82,71,0.9,2,,,,,82,71,0.9,2,,,,,,,,,,,,,,,,,,,,,,,3.0,17.0,10.0
564,Dwayne Bowe,2003,LSU,SEC,https://www.sports-reference.com/cfb/schools/louisiana-state/2003.html,FR,WR,10,,,,,,,,,,,,,,9,106,11.8,0,9,106,11.8,0,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,13.0
565,Dwayne Bowe,2004,LSU,SEC,https://www.sports-reference.com/cfb/schools/louisiana-state/2004.html,SO,WR,11,,,,,,,,,,1,2,2.0,0,39,597,15.3,5,40,599,15.0,5,,,,,,,,,,,,,,,,,,,,,,,3.0,14.0,9.0
566,Dwayne Bowe,2005,LSU,SEC,https://www.sports-reference.com/cfb/schools/louisiana-state/2005.html,JR,WR,12,,,,,,,,,,,,,,41,710,17.3,9,41,710,17.3,9,,,,,,,,,,,,,,,,,,,,,,,2.0,6.0,11.0
567,Dwayne Bowe,2006,LSU,SEC,https://www.sports-reference.com/cfb/schools/louisiana-state/2006.html,SR,WR,13,,,,,,,,,,,,,,65,990,15.2,12,65,990,15.2,12,,,,,,,,,,,,,,,,,,,,,,,2.0,6.0,11.0
568,Brandon Meriweather,2003,Miami (FL),Big East,https://www.sports-reference.com/cfb/schools/miami-fl/2003.html,FR,DB,13,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0.0,0,,,,,,,,,,,,,,2.0,6.0,11.0
569,Brandon Meriweather,2004,Miami (FL),ACC,https://www.sports-reference.com/cfb/schools/miami-fl/2004.html,SO,DB,12,,,,,,,,,,,,,,,,,,,,,,,,,,,2,12,6.0,0,,,,,,,,,,,,,,3.0,14.0,9.0
570,Brandon Meriweather,2005,Miami (FL),ACC,https://www.sports-reference.com/cfb/schools/miami-fl/2005.html,JR,DB,12,,,,,,,,,,,,,,,,,,,,,,57,31,88,12.5,1.0,3,27,9.0,0,,,,,,,,,,,,,,3.0,14.0,9.0
571,Brandon Meriweather,2006,Miami (FL),ACC,https://www.sports-reference.com/cfb/schools/miami-fl/2006.html,SR,DB,12,,,,,,,,,,,,,,,,,,,,,,37,21,58,5.0,1.0,1,6,6.0,0,,,,,,,,,,,,,,6.0,50.0,7.0
572,Jon Beason,2003,Miami (FL),Big East,https://www.sports-reference.com/cfb/schools/miami-fl/2003.html,FR,RB,2,,,,,,,,,,1,3,3.0,0,,,,,1,3,3.0,0,,,,,,0,0,,0,,,,,,,,,,,,,,2.0,6.0,11.0
573,Jon Beason,2004,Miami (FL),ACC,https://www.sports-reference.com/cfb/schools/miami-fl/2004.html,FR,LB,11,,,,,,,,,,,,,,,,,,0,0,,0,,,,,,0,0,,0,,,,,,,,,,3,32,10.7,0,3.0,14.0,9.0
574,Jon Beason,2005,Miami (FL),ACC,https://www.sports-reference.com/cfb/schools/miami-fl/2005.html,SO,LB,12,,,,,,,,,,0,0,,0,0,0,,0,0,0,,0,30,26,56,7.5,0.0,0,0,,0,2,0,0,0,0,0,0,,0,0,0,,0,3.0,14.0,9.0
575,Jon Beason,2006,Miami (FL),ACC,https://www.sports-reference.com/cfb/schools/miami-fl/2006.html,JR,LB,12,,,,,,,,,,,,,,,,,,0,0,,0,51,25,76,8.0,1.5,1,4,4.0,0,,,,,,,,,,,,,,6.0,50.0,7.0
576,Anthony Spencer,2005,Purdue,Big Ten,https://www.sports-reference.com/cfb/schools/purdue/2005.html,JR,DL,11,,,,,,,,,,,,,,,,,,,,,,15,7,22,5.5,2.0,,,,,1,0,0,0,3,,,,,,,,,6.0,65.0,5.0
577,Anthony Spencer,2006,Purdue,Big Ten,https://www.sports-reference.com/cfb/schools/purdue/2006.html,SR,DL,14,,,,,,,,,,,,,,,,,,,,,,69,24,93,26.5,10.5,,,,,6,0,0,0,5,,,,,,,,,6.0,49.0,8.0
578,Robert Meachem,2004,Tennessee,SEC,https://www.sports-reference.com/cfb/schools/tennessee/2004.html,FR,WR,13,,,,,,,,,,3,0,0.0,0,25,459,18.4,4,28,459,16.4,4,,,,,,0,0,,0,,,,,,,,,,,,,,3.0,12.0,10.0
579,Robert Meachem,2005,Tennessee,SEC,https://www.sports-reference.com/cfb/schools/tennessee/2005.html,SO,WR,11,,,,,,,,,,,,,,29,383,13.2,2,29,383,13.2,2,,,,,,0,0,,0,,,,,,,,,,2,41,20.5,0,6.0,65.0,5.0
580,Robert Meachem,2006,Tennessee,SEC,https://www.sports-reference.com/cfb/schools/tennessee/2006.html,JR,WR,13,,,,,,,,,,4,3,0.8,0,71,1298,18.3,11,75,1301,17.3,11,2,0,2,0.0,0.0,0,0,,0,,,,,,1,12,12.0,0,1,16,16.0,0,4.0,26.0,9.0
581,Craig Davis,2003,LSU,SEC,https://www.sports-reference.com/cfb/schools/louisiana-state/2003.html,FR,WR,7,,,,,,,,,,,,,,7,63,9.0,0,7,63,9.0,0,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,13.0
582,Craig Davis,2004,LSU,SEC,https://www.sports-reference.com/cfb/schools/louisiana-state/2004.html,SO,WR,12,,,,,,,,,,1,5,5.0,0,43,659,15.3,1,44,664,15.1,1,,,,,,,,,,,,,,,,,,,,,,,3.0,14.0,9.0
583,Craig Davis,2005,LSU,SEC,https://www.sports-reference.com/cfb/schools/louisiana-state/2005.html,JR,WR,11,,,,,,,,,,,,,,35,559,16.0,2,35,559,16.0,2,,,,,,,,,,,,,,,,,,,,,,,2.0,6.0,11.0
584,Craig Davis,2006,LSU,SEC,https://www.sports-reference.com/cfb/schools/louisiana-state/2006.html,SR,WR,12,,,,,,,,,,4,15,3.8,0,56,836,14.9,4,60,851,14.2,4,,,,,,,,,,,,,,,11,142,12.9,1,,,,,2.0,6.0,11.0
585,Greg Olsen,2004,Miami (FL),ACC,https://www.sports-reference.com/cfb/schools/miami-fl/2004.html,FR,TE,9,,,,,,,,,,,,,,16,275,17.2,1,16,275,17.2,1,,,,,,0,0,,0,,,,,,,,,,,,,,3.0,14.0,9.0
586,Greg Olsen,2005,Miami (FL),ACC,https://www.sports-reference.com/cfb/schools/miami-fl/2005.html,SO,TE,12,,,,,,,,,,,,,,31,451,14.5,4,31,451,14.5,4,1,1,2,0.0,0.0,0,0,,0,,,,,,,,,,,,,,3.0,14.0,9.0
587,Greg Olsen,2006,Miami (FL),ACC,https://www.sports-reference.com/cfb/schools/miami-fl/2006.html,JR,TE,12,,,,,,,,,,,,,,40,489,12.2,1,40,489,12.2,1,1,1,2,0.0,0.0,0,0,,0,,,,,,,,,,,,,,6.0,50.0,7.0
588,Anthony Gonzalez,2004,Ohio State,Big Ten,https://www.sports-reference.com/cfb/schools/ohio-state/2004.html,SO,WR,8,,,,,,,,,,,,,,8,179,22.4,2,8,179,22.4,2,,,,,,0,0,,0,,,,,,,,,,,,,,4.0,26.0,8.0
589,Anthony Gonzalez,2005,Ohio State,Big Ten,https://www.sports-reference.com/cfb/schools/ohio-state/2005.html,JR,WR,12,,,,,,,,,,1,8,8.0,0,28,373,13.3,3,29,381,13.1,3,1,0,1,0.0,0.0,0,0,,0,,,,,,1,0,0.0,0,5,50,10.0,0,2.0,8.0,10.0
590,Anthony Gonzalez,2006,Ohio State,Big Ten,https://www.sports-reference.com/cfb/schools/ohio-state/2006.html,JR,WR,13,,,,,,,,,,2,28,14.0,0,51,734,14.4,8,53,762,14.4,8,,,,,,0,0,,0,,,,,,2,24,12.0,0,6,85,14.2,0,1.0,3.0,12.0
591,Alan Branch,2005,Michigan,Big Ten,https://www.sports-reference.com/cfb/schools/michigan/2005.html,SO,DL,12,,,,,,,,,,,,,,,,,,,,,,15,16,31,7.0,2.5,0,0,,0,0,0,0,0,1,,,,,,,,,5.0,37.0,7.0
592,Alan Branch,2006,Michigan,Big Ten,https://www.sports-reference.com/cfb/schools/michigan/2006.html,JR,DL,13,,,,,,,,,,,,,,,,,,,,,,18,7,25,6.0,2.0,1,0,0.0,0,,,,,,,,,,,,,,2.0,6.0,11.0
593,Paul Posluszny,2003,Penn State,Big Ten,https://www.sports-reference.com/cfb/schools/penn-state/2003.html,FR,LB,8,,,,,,,,,,,,,,,,,,,,,,,,,,,1,15,15.0,1,,,,,,,,,,,,,,9.0,95.0,3.0
594,Paul Posluszny,2004,Penn State,Big Ten,https://www.sports-reference.com/cfb/schools/penn-state/2004.html,SO,LB,7,,,,,,,,,,,,,,,,,,,,,,,,,,,1,17,17.0,0,,,,,,,,,,,,,,7.0,80.0,4.0
595,Paul Posluszny,2005,Penn State,Big Ten,https://www.sports-reference.com/cfb/schools/penn-state/2005.html,JR,LB,12,,,,,,,,,,,,,,,,,,,,,,64,52,116,11.0,3.0,0,0,,0,3,0,0,0,0,,,,,,,,,1.0,3.0,11.0
596,Paul Posluszny,2006,Penn State,Big Ten,https://www.sports-reference.com/cfb/schools/penn-state/2006.html,SR,LB,13,,,,,,,,,,,,,,,,,,,,,,69,47,116,9.5,3.0,0,0,,0,4,0,0,0,2,,,,,,,,,4.0,26.0,9.0
597,Kevin Kolb,2003,Houston,CUSA,https://www.sports-reference.com/cfb/schools/houston/2003.html,FR,QB,13,220,360,61.1,3131,8.7,9.3,25,6,153.8,139,346,2.5,7,1,8,8.0,0,140,354,2.5,7,,,,,,0,0,,0,,0,0,0,,,,,,,,,,6.0,57.0,7.0
598,Kevin Kolb,2004,Houston,CUSA,https://www.sports-reference.com/cfb/schools/houston/2004.html,SO,QB,11,198,353,56.1,2766,7.8,7.7,11,6,128.8,118,51,0.4,5,,,,,118,51,0.4,5,,,,,,0,0,,0,,,,,,,,,,,,,,8.0,96.0,3.0
599,Kevin Kolb,2005,Houston,CUSA,https://www.sports-reference.com/cfb/schools/houston/2005.html,JR,QB,12,254,420,60.5,3258,7.8,7.1,19,15,133.4,104,200,1.9,5,,,,,104,200,1.9,5,2,0,2,0.0,0.0,0,0,,0,,,,,,,,,,,,,,6.0,60.0,6.0
600,Kevin Kolb,2006,Houston,CUSA,https://www.sports-reference.com/cfb/schools/houston/2006.html,SR,QB,14,292,432,67.6,3809,8.8,9.8,30,4,162.7,111,154,1.4,4,,,,,111,154,1.4,4,2,0,2,0.0,0.0,0,0,,0,,,,,,,,,,,,,,4.0,22.0,10.0
601,Eric Weddle,2003,Utah,MWC,https://www.sports-reference.com/cfb/schools/utah/2003.html,FR,DB,12,,,,,,,,,,1,-6,-6.0,0,,,,,1,-6,-6.0,0,,,,,,3,0,0.0,0,,,,,,,,,,,,,,2.0,9.0,10.0
602,Eric Weddle,2004,Utah,MWC,https://www.sports-reference.com/cfb/schools/utah/2004.html,SO,DB,11,,,,,,,,,,,,,,,,,,0,0,,0,,,,,,4,34,8.5,0,,,,,,20,210,10.5,0,,,,,0.0,1.0,12.0
603,Eric Weddle,2005,Utah,MWC,https://www.sports-reference.com/cfb/schools/utah/2005.html,JR,RB,12,0,2,0.0,0,0.0,-22.5,0,1,-100.0,7,35,5.0,1,,,,,7,35,5.0,1,49,29,78,11.0,4.0,4,34,8.5,1,,,,,,24,154,6.4,0,1,0,0.0,0,5.0,37.0,7.0
604,Eric Weddle,2006,Utah,MWC,https://www.sports-reference.com/cfb/schools/utah/2006.html,SR,DB,13,2,4,50.0,43,10.8,15.8,1,0,222.8,44,203,4.6,5,,,,,44,203,4.6,5,41,24,65,2.5,1.0,7,80,11.4,2,,,35,1,,8,44,5.5,0,,,,,5.0,38.0,8.0
605,Zach Miller,2004,Arizona State,Pac-10,https://www.sports-reference.com/cfb/schools/arizona-state/2004.html,FR,TE,12,,,,,,,,,,,,,,56,552,9.9,6,56,552,9.9,6,,,,,,0,0,,0,,,,,,,,,,,,,,3.0,14.0,9.0
606,Zach Miller,2005,Arizona State,Pac-10,https://www.sports-reference.com/cfb/schools/arizona-state/2005.html,SO,TE,10,,,,,,,,,,,,,,38,476,12.5,4,38,476,12.5,4,1,0,1,0.0,0.0,0,0,,0,,,,,,,,,,,,,,5.0,37.0,7.0
607,Zach Miller,2006,Arizona State,Pac-10,https://www.sports-reference.com/cfb/schools/arizona-state/2006.html,JR,TE,13,,,,,,,,,,,,,,50,484,9.7,4,50,484,9.7,4,2,1,3,0.0,0.0,0,0,,0,,,,,,,,,,,,,,6.0,50.0,7.0
608,John Beck,2003,Brigham Young,MWC,https://www.sports-reference.com/cfb/schools/brigham-young/2003.html,FR,QB,8,73,145,50.3,864,6.0,5.1,5,5,104.9,54,21,0.4,1,,,,,54,21,0.4,1,,,,,,0,0,,0,,,,,,,,,,,,,,8.0,85.0,4.0
609,John Beck,2004,Brigham Young,MWC,https://www.sports-reference.com/cfb/schools/brigham-young/2004.html,SO,QB,11,192,343,56.0,2563,7.5,7.3,15,8,128.5,90,-36,-0.4,0,,,,,90,-36,-0.4,0,,,,,,0,0,,0,,,,,,,,,,,,,,6.0,63.0,5.0
610,John Beck,2005,Brigham Young,MWC,https://www.sports-reference.com/cfb/schools/brigham-young/2005.html,JR,QB,12,331,513,64.5,3709,7.2,7.1,27,13,137.6,73,61,0.8,2,1,3,3.0,0,74,64,0.9,2,0,1,1,0.0,0.0,0,0,,0,,,,,,,,,,,,,,6.0,60.0,6.0
611,John Beck,2006,Brigham Young,MWC,https://www.sports-reference.com/cfb/schools/brigham-young/2006.html,SR,QB,12,289,417,69.3,3885,9.3,10.0,32,8,169.1,50,-8,-0.2,6,,,,,50,-8,-0.2,6,1,0,1,0.0,0.0,0,0,,0,,,,,,,,,,,,,,2.0,6.0,11.0
612,Chris Houston,2004,Arkansas,SEC,https://www.sports-reference.com/cfb/schools/arkansas/2004.html,FR,DB,8,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,0,,,,,,,,,,,,,,6.0,63.0,5.0
613,Chris Houston,2005,Arkansas,SEC,https://www.sports-reference.com/cfb/schools/arkansas/2005.html,SO,DB,11,,,,,,,,,,,,,,,,,,,,,,22,2,24,2.0,0.0,0,0,,0,8,0,0,0,1,,,,,,,,,7.0,85.0,4.0
614,Chris Houston,2006,Arkansas,SEC,https://www.sports-reference.com/cfb/schools/arkansas/2006.html,JR,DB,14,,,,,,,,,,,,,,,,,,,,,,41,5,46,1.5,0.0,3,129,43.0,1,,,,,,,,,,,,,,4.0,22.0,10.0
615,Drew Stanton,2003,Michigan State,Big Ten,https://www.sports-reference.com/cfb/schools/michigan-state/2003.html,SO,QB,13,2,3,66.7,39,13.0,13.0,0,0,175.9,5,42,8.4,1,,,,,5,42,8.4,1,,,,,,0,0,,0,,,,,,,,,,,,,,5.0,38.0,8.0
616,Drew Stanton,2004,Michigan State,Big Ten,https://www.sports-reference.com/cfb/schools/michigan-state/2004.html,JR,QB,10,141,220,64.1,1601,7.3,6.8,8,6,131.8,96,687,7.2,5,2,22,11.0,1,98,709,7.2,6,,,,,,0,0,,0,,,,,,,,,,,,,,7.0,78.0,5.0
617,Drew Stanton,2005,Michigan State,Big Ten,https://www.sports-reference.com/cfb/schools/michigan-state/2005.html,JR,QB,11,236,354,66.7,3077,8.7,8.4,22,12,153.4,121,338,2.8,4,1,-6,-6.0,0,122,332,2.7,4,2,0,2,0.0,0.0,0,0,,0,,,,,,,,,,,,,,6.0,65.0,5.0
618,Drew Stanton,2006,Michigan State,Big Ten,https://www.sports-reference.com/cfb/schools/michigan-state/2006.html,SR,QB,11,164,269,61.0,1807,6.7,5.9,12,10,124.7,110,445,4.0,5,,,,,110,445,4.0,5,1,0,1,0.0,0.0,0,0,,0,,,,,,,,,,,,,,8.0,83.0,4.0
619,Sidney Rice,2005,South Carolina,SEC,https://www.sports-reference.com/cfb/schools/south-carolina/2005.html,FR,WR,11,,,,,,,,,,,,,,70,1143,16.3,13,70,1143,16.3,13,4,0,4,0.0,0.0,0,0,,0,,,,,,,,,,,,,,5.0,37.0,7.0
620,Sidney Rice,2006,South Carolina,SEC,https://www.sports-reference.com/cfb/schools/south-carolina/2006.html,SO,WR,13,0,1,0.0,0,0.0,0.0,0,0,0.0,1,6,6.0,0,72,1090,15.1,10,73,1096,15.0,10,,,,,,0,0,,0,,,,,,,,,,,,,,5.0,38.0,8.0
621,Dwayne Jarrett,2004,USC,Pac-10,https://www.sports-reference.com/cfb/schools/southern-california/2004.html,FR,WR,13,,,,,,,,,,,,,,55,849,15.4,13,55,849,15.4,13,,,,,,0,0,,0,,,,,,,,,,,,,,0.0,1.0,13.0
622,Dwayne Jarrett,2005,USC,Pac-10,https://www.sports-reference.com/cfb/schools/southern-california/2005.html,SO,WR,13,1,3,33.3,11,3.7,3.7,0,0,64.1,2,4,2.0,0,91,1274,14.0,16,93,1278,13.7,16,1,0,1,0.0,0.0,0,0,,0,,,,,,,,,,,,,,1.0,2.0,12.0
623,Dwayne Jarrett,2006,USC,Pac-10,https://www.sports-reference.com/cfb/schools/southern-california/2006.html,JR,WR,12,0,1,0.0,0,0.0,-45.0,0,1,-200.0,1,-3,-3.0,0,70,1015,14.5,12,71,1012,14.3,12,,,,,,0,0,,0,,,,,,,,,,,,,,2.0,6.0,11.0
624,Lamarr Woodley,2003,Michigan,Big Ten,https://www.sports-reference.com/cfb/schools/michigan/2003.html,FR,LB,13,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,0,,,,,,,,,,1,0,0.0,0,3.0,13.0,10.0
625,Lamarr Woodley,2005,Michigan,Big Ten,https://www.sports-reference.com/cfb/schools/michigan/2005.html,JR,LB,11,,,,,,,,,,,,,,,,,,,,,,29,19,48,14.0,6.0,0,0,,0,1,0,0,0,3,0,0,,0,0,0,,0,5.0,37.0,7.0
626,Lamarr Woodley,2006,Michigan,Big Ten,https://www.sports-reference.com/cfb/schools/michigan/2006.html,SR,DL,13,,,,,,,,,,,,,,,,,,,,,,28,8,36,16.5,12.0,0,0,,0,0,1,54,1,4,0,0,,0,0,0,,0,2.0,6.0,11.0
627,David Harris,2006,Michigan,Big Ten,https://www.sports-reference.com/cfb/schools/michigan/2006.html,SR,LB,13,,,,,,,,,,,,,,,,,,,,,,73,23,96,15.0,3.0,1,8,8.0,0,,,,,,,,,,,,,,2.0,6.0,11.0
628,Kenny Irons,2002,South Carolina,SEC,https://www.sports-reference.com/cfb/schools/south-carolina/2002.html,FR,RB,9,,,,,,,,,,47,201,4.3,0,4,63,15.8,1,51,264,5.2,1,,,,,,,,,,,,,,,,,,,1,13,13.0,0,7.0,72.0,5.0
629,Kenny Irons,2003,South Carolina,SEC,https://www.sports-reference.com/cfb/schools/south-carolina/2003.html,SO,RB,5,,,,,,,,,,19,51,2.7,1,2,8,4.0,0,21,59,2.8,1,,,,,,,,,,,,,,,,,,,,,,,7.0,70.0,5.0
630,Kenny Irons,2005,Auburn,SEC,https://www.sports-reference.com/cfb/schools/auburn/2005.html,JR,RB,12,,,,,,,,,,256,1293,5.1,13,14,164,11.7,0,270,1457,5.4,13,,,,,,,,,,,,,,,1,2,2.0,0,,,,,3.0,14.0,9.0
631,Kenny Irons,2006,Auburn,SEC,https://www.sports-reference.com/cfb/schools/auburn/2006.html,SR,RB,11,,,,,,,,,,198,893,4.5,4,10,78,7.8,0,208,971,4.7,4,,,,,,,,,,,,,,,,,,,,,,,2.0,6.0,11.0
632,Chris Henry,2003,Arizona,Pac-10,https://www.sports-reference.com/cfb/schools/arizona/2003.html,FR,RB,2,,,,,,,,,,14,33,2.4,0,1,14,14.0,0,15,47,3.1,0,,,,,,0,0,,0,,,,,,,,,,,,,,10.0,103.0,2.0
633,Chris Henry,2004,Arizona,Pac-10,https://www.sports-reference.com/cfb/schools/arizona/2004.html,FR,RB,11,,,,,,,,,,56,159,2.8,2,2,-3,-1.5,0,58,156,2.7,2,,,,,,0,0,,0,,,,,,,,,,4,25,6.3,0,8.0,96.0,3.0
634,Chris Henry,2005,Arizona,Pac-10,https://www.sports-reference.com/cfb/schools/arizona/2005.html,SO,RB,11,,,,,,,,,,34,119,3.5,0,2,-3,-1.5,0,36,116,3.2,0,,,,,,0,0,,0,,,,,,,,,,,,,,8.0,100.0,3.0
635,Chris Henry,2006,Arizona,Pac-10,https://www.sports-reference.com/cfb/schools/arizona/2006.html,JR,RB,11,,,,,,,,,,165,581,3.5,7,21,197,9.4,1,186,778,4.2,8,1,0,1,0.0,0.0,0,0,,0,,,,,,,,,,,,,,6.0,61.0,6.0
636,Steve Smith,2003,USC,Pac-10,https://www.sports-reference.com/cfb/schools/southern-california/2003.html,FR,WR,12,,,,,,,,,,1,8,8.0,0,17,319,18.8,2,18,327,18.2,2,,,,,,,,,,,,,,,,,,,,,,,1.0,4.0,12.0
637,Steve Smith,2004,USC,Pac-10,https://www.sports-reference.com/cfb/schools/southern-california/2004.html,SO,WR,8,,,,,,,,,,1,-1,-1.0,0,42,660,15.7,6,43,659,15.3,6,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,13.0
638,Steve Smith,2005,USC,Pac-10,https://www.sports-reference.com/cfb/schools/southern-california/2005.html,JR,WR,13,,,,,,,,,,2,11,5.5,0,60,957,16.0,5,62,968,15.6,5,,,,,,,,,,,,,,,,,,,,,,,1.0,2.0,12.0
639,Steve Smith,2006,USC,Pac-10,https://www.sports-reference.com/cfb/schools/southern-california/2006.html,SR,WR,13,,,,,,,,,,,,,,71,1083,15.3,9,71,1083,15.3,9,,,,,,,,,,,,,,,,,,,,,,,2.0,6.0,11.0
640,Brian Leonard,2003,Rutgers,Big East,https://www.sports-reference.com/cfb/schools/rutgers/2003.html,SO,RB,12,,,,,,,,,,213,880,4.1,9,53,488,9.2,5,266,1368,5.1,14,,,,,,0,0,,0,,,,,,,,,,,,,,7.0,70.0,5.0
641,Brian Leonard,2004,Rutgers,Big East,https://www.sports-reference.com/cfb/schools/rutgers/2004.html,JR,RB,10,,,,,,,,,,199,732,3.7,7,61,518,8.5,2,260,1250,4.8,9,,,,,,0,0,,0,,,,,,,,,,,,,,7.0,80.0,4.0
642,Brian Leonard,2005,Rutgers,Big East,https://www.sports-reference.com/cfb/schools/rutgers/2005.html,JR,RB,12,,,,,,,,,,173,740,4.3,11,55,568,10.3,6,228,1308,5.7,17,,,,,,0,0,,0,,,,,,,,,,,,,,5.0,37.0,7.0
643,Brian Leonard,2006,Rutgers,Big East,https://www.sports-reference.com/cfb/schools/rutgers/2006.html,SR,RB,13,,,,,,,,,,93,423,4.5,5,38,294,7.7,0,131,717,5.5,5,2,0,2,0.0,0.0,0,0,,0,,,,,,,,,,,,,,2.0,6.0,11.0
644,Eric Wright,2004,USC,Pac-10,https://www.sports-reference.com/cfb/schools/southern-california/2004.html,,DB,13,,,,,,,,,,,,,,,,,,0,0,,0,,,,,,2,22,11.0,0,,,,,,,,,,,,,,0.0,1.0,13.0
645,Eric Wright,2006,UNLV,MWC,https://www.sports-reference.com/cfb/schools/nevada-las-vegas/2006.html,JR,DB,9,,,,,,,,,,2,36,18.0,0,,,,,2,36,18.0,0,17,12,29,0.5,0.0,1,32,32.0,0,,,,,,,,,,18,430,23.9,0,10.0,108.0,2.0
646,Turk McBride,2005,Tennessee,SEC,https://www.sports-reference.com/cfb/schools/tennessee/2005.html,JR,DL,9,,,,,,,,,,,,,,,,,,,,,,9,7,16,3.5,2.5,,,,,0,0,0,0,0,,,,,,,,,6.0,65.0,5.0
647,Turk McBride,2006,Tennessee,SEC,https://www.sports-reference.com/cfb/schools/tennessee/2006.html,SR,DL,13,,,,,,,,,,,,,,,,,,,,,,45,22,67,8.5,1.0,,,,,1,0,0,0,1,,,,,,,,,4.0,26.0,9.0
648,Josh Wilson,2005,Maryland,ACC,https://www.sports-reference.com/cfb/schools/maryland/2005.html,JR,DB,11,,,,,,,,,,,,,,,,,,,,,,41,32,73,3.5,2.0,1,6,6.0,0,,,20,1,,2,6,3.0,0,,,,,6.0,65.0,5.0
